"activity_reference_key","activity_search_autocomplete","override_industry_guidance_label","activity_key","4 - WIDESPREAD","3 - SUBSTANTIAL","2 - MODERATE","1 - MINIMAL","RSHO","last_modified","primary_guidance","secondary_guidance","related_guidance","language_code","language"
"https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","소규모 사적 모임","","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","변경 조치 이행 후 실외 및 실내에서 허용<br>– 마스크 및 물리적 거리두기 빈드시 이행<br>– 3 가족 이하에 한해 참석(주최자 가족 포함)<br>– 모임 시간은 2시간 이하<br>– 증상자인 경우 참석 금지<br>– 중병 고위험자는 불참할 것을 강력히 권장<br>– 노래를 부르거나 함성, 구호, 응원, 운동 등은 실외에서 권장하지 않으며 실내에서 허용되지 않음","변경 조치 이행 후 실외 및 실내에서 허용<br>– 마스크 및 물리적 거리두기 빈드시 이행<br>– 3 가족 이하에 한해 참석(주최자 가족 포함)<br>– 모임 시간은 2시간 이하<br>– 증상자인 경우 참석 금지<br>– 중병 고위험자는 불참할 것을 강력히 권장<br>– 노래를 부르거나 함성, 구호, 응원, 운동 등은 실외에서 권장하지 않으며 실내에서 허용되지 않음","변경 조치 이행 후 실외 및 실내에서 허용<br>– 마스크 및 물리적 거리두기 빈드시 이행<br>– 3 가족 이하에 한해 참석(주최자 가족 포함)<br>– 모임 시간은 2시간 이하<br>– 증상자인 경우 참석 금지<br>– 중병 고위험자는 불참할 것을 강력히 권장<br>– 노래를 부르거나 함성, 구호, 응원, 운동 등은 실외에서 권장하지 않으며 실내에서 허용되지 않음","변경 조치 이행 후 실외에 한해 허용<br>– 마스크 및 물리적 거리두기 빈드시 이행<br>– 3 가족 이하에 한해 참석(주최자 가족 포함)<br>– 모임 시간은 2시간 이하<br>– 증상자인 경우 참석 금지<br>– 중병 고위험자는 불참할 것을 강력히 권장<br>– 노래를 부르거나 함성, 구호, 응원, 운동 등은 권장하지 않음","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","Ang mga maliit na pribadong pagtitipon","","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","Ay pinapayagan outdoors at indoors nang may mga modipikasyon<br>–Ipinag-aatas ang mga mask at physical distancing<br>– Hindi dapat lalampas sa 3 hiwalay na sambahayan ang pupunta (kasama ang sambahayan ng host)<br>– Ang mga pagtitipon ay dapat 2 hours o mas maikli pa<br>– Hindi dapat pumunta ang mga may sintomas<br>– Lubos na hinihikayat na huwag pumunta ang mga nasa mataas na panganib ng matinding karamdaman<br>– Lubos na hindi hinihikayat outdoors at hindi pinapahintulutan indoors ang pagkanta, pagsigaw, paghimig, pag-cheer, o pag-eehersisyo","Ay pinapayagan outdoors at indoors nang may mga modipikasyon<br>–Ipinag-aatas ang mga mask at physical distancing<br>– Hindi dapat lalampas sa 3 hiwalay na sambahayan ang pupunta (kasama ang sambahayan ng host)<br>– Ang mga pagtitipon ay dapat 2 hours o mas maikli pa<br>– Hindi dapat pumunta ang mga may sintomas<br>– Lubos na hinihikayat na huwag pumunta ang mga nasa mataas na panganib ng matinding karamdaman<br>– Lubos na hindi hinihikayat outdoors at hindi pinapahintulutan indoors ang pagkanta, pagsigaw, paghimig, pag-cheer, o pag-eehersisyo","Ay pinapayagan outdoors at indoors nang may mga modipikasyon<br>–Ipinag-aatas ang mga mask at physical distancing<br>– Hindi dapat lalampas sa 3 hiwalay na sambahayan ang pupunta (kasama ang sambahayan ng host)<br>– Ang mga pagtitipon ay dapat 2 hours o mas maikli pa<br>– Hindi dapat pumunta ang mga may sintomas<br>– Lubos na hinihikayat na huwag pumunta ang mga nasa mataas na panganib ng matinding karamdaman<br>– Lubos na hindi hinihikayat outdoors at hindi pinapahintulutan indoors ang pagkanta, pagsigaw, paghimig, pag-cheer, o pag-eehersisyo","Ay pinapayagan lang nang may mga modipikasyon<br>–Ipinag-aatas ang mga mask at physical distancing<br>– Hindi dapat lalampas sa 3 hiwalay na sambahayan ang pupunta (kasama ang sambahayan ng host)<br>– Ang mga pagtitipon ay dapat 2 hours o mas maikli pa<br>– Hindi dapat pumunta ang mga may sintomas<br>– Lubos na hinihikayat na huwag pumunta ang mga nasa mataas na panganib ng matinding karamdaman<br>– Lubos na hinihikayat ang hindi pagkanta, pagsigaw, paghimig, pag-cheer, o pag-eehersisyo","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","小型私人聚会","","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿在室外歌唱、叫喊、吟咏、欢呼或运动，并且严禁在室内进行这些活动","允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿在室外歌唱、叫喊、吟咏、欢呼或运动，并且严禁在室内进行这些活动","允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿在室外歌唱、叫喊、吟咏、欢呼或运动，并且严禁在室内进行这些活动","仅允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿歌唱、叫喊、吟诵、欢呼或运动","","2021-02-20T03:19:00.000Z","","","","zh-hans","Chinese Traditional"
"https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","Các vụ tụ tập cá nhân quy mô nhỏ","","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","Được phép tổ chức ngoài trời với điều chỉnh sửa đổi<br>– Bắt buộc phải đeo khẩu trang và thực hiện giãn cách xã hội<br>– Không quá 3 hộ gia đình khác nhau tham gia (kể cả chủ nhà)<br>– Các vụ tụ tập phải diễn ra trong vòng 2 giờ<br>– Những người có triệu chứng không được tham gia<br>– Những người có nguy cơ cao mắc bệnh nặng đặc biệt được khuyến khích không nên tham gia<br>– Không nên hát hò, la hét, tụng kinh hoặc tập thể dục ngoài trời hoặc không được phép thực hiện trong nhà","Được phép tổ chức ngoài trời với điều chỉnh sửa đổi<br>– Bắt buộc phải đeo khẩu trang và thực hiện giãn cách xã hội<br>– Không quá 3 hộ gia đình khác nhau tham gia (kể cả chủ nhà)<br>– Các vụ tụ tập phải diễn ra trong vòng 2 giờ<br>– Những người có triệu chứng không được tham gia<br>– Những người có nguy cơ cao mắc bệnh nặng đặc biệt được khuyến khích không nên tham gia<br>– Không nên hát hò, la hét, tụng kinh hoặc tập thể dục ngoài trời hoặc không được phép thực hiện trong nhà","Được phép tổ chức ngoài trời với điều chỉnh sửa đổi<br>– Bắt buộc phải đeo khẩu trang và thực hiện giãn cách xã hội<br>– Không quá 3 hộ gia đình khác nhau tham gia (kể cả chủ nhà)<br>– Các vụ tụ tập phải diễn ra trong vòng 2 giờ<br>– Những người có triệu chứng không được tham gia<br>– Những người có nguy cơ cao mắc bệnh nặng đặc biệt được khuyến khích không nên tham gia<br>– Không nên hát hò, la hét, tụng kinh hoặc tập thể dục ngoài trời hoặc không được phép thực hiện trong nhà","Được phép tổ chức ngoài trời với điều chỉnh sửa đổi<br>– Bắt buộc phải đeo khẩu trang và thực hiện giãn cách xã hội<br>– Không quá 3 hộ gia đình khác nhau tham gia (kể cả chủ nhà)<br>– Các vụ tụ tập phải diễn ra trong vòng 2 giờ<br>– Những người có triệu chứng không được tham gia<br>– Những người có nguy cơ cao mắc bệnh nặng đặc biệt được khuyến khích không nên tham gia<br>– Không nên hát hò, la hét, tụng kinh hoặc tập thể dục","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","小型私人聚会","","https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/COVID-19/Guidance-for-the-Prevention-of-COV","允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿在室外歌唱、叫喊、吟咏、欢呼或运动，并且严禁在室内进行这些活动","允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿在室外歌唱、叫喊、吟咏、欢呼或运动，并且严禁在室内进行这些活动","允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿在室外歌唱、叫喊、吟咏、欢呼或运动，并且严禁在室内进行这些活动","仅允许在经调整后在室外进行<br>– 需要佩戴口罩及保持人际距离<br>– 最多只能有3个不同的家庭参加（包括主办者的家庭）<br>– 聚会时间不应超过2小时<br>– 出现症状的人士不得参加<br>– 强烈建议重症高危人士不要参加<br>– 强烈建议切勿歌唱、叫喊、吟诵、欢呼或运动","","2021-02-20T03:19:00.000Z","","","","zh-hant","Chinese Simplified"
"limited-services","العمال المهرة/المقاولون العموميون","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","فنيو الكهرباء","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","ممشو الكلاب","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","مغاسل السيارات","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","مغاسل التنظيف الجاف","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","محلات إصلاح الأجهزة الكهربية والمنزلية","","limited-services","يمكن الافتتاح&nbsp;مع إجراء تعديلات","يمكن الافتتاح&nbsp;مع إجراء تعديلات","يمكن الافتتاح&nbsp;مع إجراء تعديلات","يمكن الافتتاح&nbsp;مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","محلات إصلاح السيارات","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","خدمات أنظمة التكييف والتهوية والتدفئة","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","مبيعات وخدمات تصلك إلى باب البيت","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","خدمات المغاسل وغسيل الملابس","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","مصممو البساتين والحدائق","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","Talleres de reparación de electrodomésticos","","limited-services","Pueden abrir&nbsp;con modificaciones.","Pueden abrir&nbsp;con modificaciones.","Pueden abrir&nbsp;con modificaciones.","Pueden abrir&nbsp;con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Servicios de calefacción, ventilación y aire acondicionado (Heating, Ventilation and Air Conditioning, HVAC)","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","المعتنون بالحيوانات الأليفة","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","Paseadores de perros","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","خدمات السباكة","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","خدمات تنظيف المنشآت السكنية والتجارية","","limited-services","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","يمكن الافتتاح مع إجراء تعديلات","","2021-02-20T03:19:00.000Z","","","","ar","Arabic"
"limited-services","Tintorerías","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Lavado de autos","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Trabajadores de mantenimiento/contratistas generales","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Electricistas","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Talleres de reparación automotriz","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Paisajistas","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Servicios de plomería","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Lavanderías y servicios de lavandería","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","가전제품 수리점","","limited-services","변경 조치 이행 후 &nbsp;운영 개시 가능","변경 조치 이행 후 &nbsp;운영 개시 가능","변경 조치 이행 후 &nbsp;운영 개시 가능","변경 조치 이행 후 &nbsp;운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","Servicios de limpieza residencial y conserjería","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","Peluqueros de perros","","limited-services","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","Pueden abrir con modificaciones.","","2021-02-20T03:19:00.000Z","","","","es","Spanish"
"limited-services","세차장","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","드라이 클리너","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","에어컨 서비스","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","주거 및 관리 청소 서비스업","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","조경업자","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","자동차 수리점","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","배관 서비스업","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","애완견 산책자","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","Mga shop para sa pagkukumpuni ng appliance","","limited-services","Puwedeng magbukas&nbsp;nang may mga modipikasyon","Puwedeng magbukas&nbsp;nang may mga modipikasyon","Puwedeng magbukas&nbsp;nang may mga modipikasyon","Puwedeng magbukas&nbsp;nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","애완동물 미용사","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","잡역부/건설 도급업자","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","빨래방/세탁 서비스","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","전기 기사","","limited-services","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","변경 조치 이행 후 운영 개시 가능","","2021-02-20T03:19:00.000Z","","","","ko","Korean"
"limited-services","Mga serbisyo ng HVAC","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Cửa hàng sửa chữa thiết bị","","limited-services","Có thể mở cửa&nbsp;với điều chỉnh sửa đổi","Có thể mở cửa&nbsp;với điều chỉnh sửa đổi","Có thể mở cửa&nbsp;với điều chỉnh sửa đổi","Có thể mở cửa&nbsp;với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Mga pet groomer","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga shop para sa pagkukumpuni ng sasakyan","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga handyperson/pangkalahatang contractor","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga naglalakad ng aso","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga landscaper","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga carwash","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga dry cleaner","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga electrician","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga laundromat at serbisyo sa paglalaba","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Cửa hàng sửa chữa ô tô","","limited-services","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Mga serbisyo sa residensyal at janitorial na paglilinis","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Mga serbisyo ng tubero","","limited-services","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","Puwedeng magbukas nang may mga modipikasyon","","2021-02-20T03:19:00.000Z","","","","tl","Tagalog"
"limited-services","Dắt chó đi dạo","","limited-services","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Dịch vụ sưởi, thông gió và điều hòa không khí (Heating, Ventilating, and Air Conditioning, HVAC)","","limited-services","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Thợ điện","","limited-services","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Nhà thiết kế cảnh quan","","limited-services","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Kỹ sư điện","","limited-services","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Các lao động có tay nghề/nhà thầu thông thường","","limited-services","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","Có thể mở cửa với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
"limited-services","Chuyên viên thẩm mỹ","","limited-services","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","Có thể mở cửa trong nhà với điều chỉnh sửa đổi","","2021-02-20T03:19:00.000Z","","","","vi","Vietnamese"
