"id","filename","git_pdf_template_type","industry_category_key","pdf_language","summary_of_changes","pdf_publication_date","accessibility_links","permalink","git_date_updated"
"guidance-communications--es.pdf","guidance-communications--es.pdf","Guidance","communications","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--es.pdf","2020-08-07 18:01:13 -0700"
"checklist-communications--en.pdf","checklist-communications--en.pdf","Checklist","communications","English",,,,"https://files.covid19.ca.gov/pdf/checklist-communications--en.pdf","2020-09-10 11:55:01 -0700"
"guidance-communications--zh-hans.pdf","guidance-communications--zh-hans.pdf","Guidance","communications","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--zh-hans.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--km.pdf","guidance-communications--km.pdf","Guidance","communications","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--km.pdf","2020-08-07 18:01:13 -0700"
"guidance-communications--vi.pdf","guidance-communications--vi.pdf","Guidance","communications","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-communications--vi.pdf","2020-08-07 18:01:13 -0700"
"guidance-construction--zh-hans.pdf","guidance-construction--zh-hans.pdf","Guidance","construction","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--zh-hans.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--hmn.pdf","guidance-construction--hmn.pdf","Guidance","construction","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--hmn.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--ko.pdf","guidance-construction--ko.pdf","Guidance","construction","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--ko.pdf","2020-08-10 16:24:27 -0700"
"checklist-construction--en.pdf","checklist-construction--en.pdf","Checklist","construction","English",,,,"https://files.covid19.ca.gov/pdf/checklist-construction--en.pdf","2020-09-10 11:55:01 -0700"
"guidance-construction--ar.pdf","guidance-construction--ar.pdf","Guidance","construction","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--ar.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--hy.pdf","guidance-construction--hy.pdf","Guidance","construction","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--hy.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--zh-hant.pdf","guidance-construction--zh-hant.pdf","Guidance","construction","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--zh-hant.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--vi.pdf","guidance-construction--vi.pdf","Guidance","construction","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--vi.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--ru.pdf","guidance-construction--ru.pdf","Guidance","construction","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--ru.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--tl.pdf","guidance-construction--tl.pdf","Guidance","construction","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--tl.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--en.pdf","guidance-construction--en.pdf","Guidance","construction","English",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--en.pdf","2020-08-03 14:23:21 -0700"
"guidance-construction--es.pdf","guidance-construction--es.pdf","Guidance","construction","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--es.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--th.pdf","guidance-construction--th.pdf","Guidance","construction","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--th.pdf","2020-08-10 16:24:27 -0700"
"guidance-construction--km.pdf","guidance-construction--km.pdf","Guidance","construction","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-construction--km.pdf","2020-08-10 16:24:27 -0700"
"guidance-day-camps--en.pdf","guidance-day-camps--en.pdf","Guidance","day-camps","English",,,,"https://files.covid19.ca.gov/pdf/guidance-day-camps--en.pdf","2020-08-03 14:35:31 -0700"
"checklist-daycamps--en.pdf","checklist-daycamps--en.pdf","Checklist","day-camps","English",,,,"https://files.covid19.ca.gov/pdf/checklist-daycamps--en.pdf","2020-07-20 09:54:02 -0700"
"guidance-delivery-services--hmn.pdf","guidance-delivery-services--hmn.pdf","Guidance","delivery-services","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--hmn.pdf","2020-08-10 13:08:37 -0700"
"checklist-delivery-services--en.pdf","checklist-delivery-services--en.pdf","Checklist","delivery-services","English",,,,"https://files.covid19.ca.gov/pdf/checklist-delivery-services--en.pdf","2020-09-10 11:55:01 -0700"
"guidance-delivery-services--th.pdf","guidance-delivery-services--th.pdf","Guidance","delivery-services","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--th.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--en.pdf","guidance-delivery-services--en.pdf","Guidance","delivery-services","English",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--en.pdf","2020-08-03 14:23:21 -0700"
"guidance-delivery-services--vi.pdf","guidance-delivery-services--vi.pdf","Guidance","delivery-services","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--vi.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--ru.pdf","guidance-delivery-services--ru.pdf","Guidance","delivery-services","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--ru.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--zh-hant.pdf","guidance-delivery-services--zh-hant.pdf","Guidance","delivery-services","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--zh-hant.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--es.pdf","guidance-delivery-services--es.pdf","Guidance","delivery-services","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--es.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--ar.pdf","guidance-delivery-services--ar.pdf","Guidance","delivery-services","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--ar.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--tl.pdf","guidance-delivery-services--tl.pdf","Guidance","delivery-services","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--tl.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--zh-hans.pdf","guidance-delivery-services--zh-hans.pdf","Guidance","delivery-services","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--zh-hans.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--hy.pdf","guidance-delivery-services--hy.pdf","Guidance","delivery-services","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--hy.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--km.pdf","guidance-delivery-services--km.pdf","Guidance","delivery-services","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--km.pdf","2020-08-10 13:08:37 -0700"
"guidance-delivery-services--ko.pdf","guidance-delivery-services--ko.pdf","Guidance","delivery-services","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-delivery-services--ko.pdf","2020-08-10 13:08:37 -0700"
"checklist-energy--vi.pdf","checklist-energy--vi.pdf","Checklist","energy","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--vi.pdf","2020-09-03 11:01:27 -0700"
"checklist-energy--zh-hant.pdf","checklist-energy--zh-hant.pdf","Checklist","energy","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--zh-hant.pdf","2020-09-03 11:01:27 -0700"
"checklist-energy--en.pdf","checklist-energy--en.pdf","Checklist","energy","English",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--en.pdf","2020-09-02 17:26:00 -0700"
"checklist-energy--ar.pdf","checklist-energy--ar.pdf","Checklist","energy","Arabic",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--ar.pdf","2020-09-03 11:01:27 -0700"
"guidance-energy--tl.pdf","guidance-energy--tl.pdf","Guidance","energy","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--tl.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--ru.pdf","guidance-energy--ru.pdf","Guidance","energy","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--ru.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--th.pdf","guidance-energy--th.pdf","Guidance","energy","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--th.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--hy.pdf","guidance-energy--hy.pdf","Guidance","energy","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--hy.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--ko.pdf","guidance-energy--ko.pdf","Guidance","energy","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--ko.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--vi.pdf","guidance-energy--vi.pdf","Guidance","energy","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--vi.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--es.pdf","guidance-energy--es.pdf","Guidance","energy","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--es.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--zh-hans.pdf","guidance-energy--zh-hans.pdf","Guidance","energy","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--zh-hans.pdf","2020-08-10 14:30:55 -0700"
"checklist-energy--ko.pdf","checklist-energy--ko.pdf","Checklist","energy","Korean",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--ko.pdf","2020-09-03 11:01:27 -0700"
"guidance-energy--en.pdf","guidance-energy--en.pdf","Guidance","energy","English",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--en.pdf","2020-08-03 14:23:21 -0700"
"checklist-energy--tl.pdf","checklist-energy--tl.pdf","Checklist","energy","Tagalog",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--tl.pdf","2020-09-03 11:01:27 -0700"
"guidance-energy--hmn.pdf","guidance-energy--hmn.pdf","Guidance","energy","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--hmn.pdf","2020-08-10 14:30:55 -0700"
"guidance-energy--km.pdf","guidance-energy--km.pdf","Guidance","energy","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--km.pdf","2020-08-10 14:30:55 -0700"
"checklist-energy--hmn.pdf","checklist-energy--hmn.pdf","Checklist","energy","Hmong",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--hmn.pdf","2020-09-03 11:01:27 -0700"
"guidance-energy--ar.pdf","guidance-energy--ar.pdf","Guidance","energy","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--ar.pdf","2020-08-10 14:30:55 -0700"
"checklist-energy--ru.pdf","checklist-energy--ru.pdf","Checklist","energy","Russian",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--ru.pdf","2020-09-03 11:01:27 -0700"
"checklist-energy--th.pdf","checklist-energy--th.pdf","Checklist","energy","Thai",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--th.pdf","2020-09-03 11:01:27 -0700"
"checklist-energy--zh-hans.pdf","checklist-energy--zh-hans.pdf","Checklist","energy","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--zh-hans.pdf","2020-09-03 11:01:27 -0700"
"guidance-energy--zh-hant.pdf","guidance-energy--zh-hant.pdf","Guidance","energy","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-energy--zh-hant.pdf","2020-08-10 14:30:55 -0700"
"checklist-energy--es.pdf","checklist-energy--es.pdf","Checklist","energy","Spanish",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--es.pdf","2020-09-03 11:01:27 -0700"
"checklist-energy--km.pdf","checklist-energy--km.pdf","Checklist","energy","Khmer",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--km.pdf","2020-09-03 11:01:27 -0700"
"checklist-energy--hy.pdf","checklist-energy--hy.pdf","Checklist","energy","Armenian",,,,"https://files.covid19.ca.gov/pdf/checklist-energy--hy.pdf","2020-09-03 11:01:27 -0700"
"checklist-expanded-personal-care-services--en.pdf","checklist-expanded-personal-care-services--en.pdf","Checklist","expanded-personal-care-services","English",,,,"https://files.covid19.ca.gov/pdf/checklist-expanded-personal-care-services--en.pdf","2020-11-06 17:55:38 -0800"
"guidance-expanded-personal-care-services--es.pdf","guidance-expanded-personal-care-services--es.pdf","Guidance","expanded-personal-care-services","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--es.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--zh-hans.pdf","guidance-expanded-personal-care-services--zh-hans.pdf","Guidance","expanded-personal-care-services","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--zh-hans.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--vi.pdf","guidance-expanded-personal-care-services--vi.pdf","Guidance","expanded-personal-care-services","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--vi.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--tl.pdf","guidance-expanded-personal-care-services--tl.pdf","Guidance","expanded-personal-care-services","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--tl.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--zh-hant.pdf","guidance-expanded-personal-care-services--zh-hant.pdf","Guidance","expanded-personal-care-services","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--zh-hant.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--ar.pdf","guidance-expanded-personal-care-services--ar.pdf","Guidance","expanded-personal-care-services","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--ar.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--ru.pdf","guidance-expanded-personal-care-services--ru.pdf","Guidance","expanded-personal-care-services","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--ru.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--hy.pdf","guidance-expanded-personal-care-services--hy.pdf","Guidance","expanded-personal-care-services","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--hy.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--th.pdf","guidance-expanded-personal-care-services--th.pdf","Guidance","expanded-personal-care-services","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--th.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--km.pdf","guidance-expanded-personal-care-services--km.pdf","Guidance","expanded-personal-care-services","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--km.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--ko.pdf","guidance-expanded-personal-care-services--ko.pdf","Guidance","expanded-personal-care-services","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--ko.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--hmn.pdf","guidance-expanded-personal-care-services--hmn.pdf","Guidance","expanded-personal-care-services","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--hmn.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--pa.pdf","guidance-expanded-personal-care-services--pa.pdf","Guidance","expanded-personal-care-services","Punjabi",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--pa.pdf","2020-11-05 16:46:50 -0800"
"guidance-expanded-personal-care-services--en.pdf","guidance-expanded-personal-care-services--en.pdf","Guidance","expanded-personal-care-services","English",,,,"https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--en.pdf","2020-10-20 11:59:11 -0700"
"guidance-family-entertainment--es.pdf","guidance-family-entertainment--es.pdf","Guidance","family-entertainment","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--es.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--vi.pdf","checklist-family-entertainment--vi.pdf","Checklist","family-entertainment","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--vi.pdf","2020-09-02 15:20:52 -0700"
"guidance-family-entertainment--km.pdf","guidance-family-entertainment--km.pdf","Guidance","family-entertainment","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--km.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--en.pdf","checklist-family-entertainment--en.pdf","Checklist","family-entertainment","English",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--en.pdf","2020-11-06 17:27:51 -0800"
"guidance-family-entertainment--ar.pdf","guidance-family-entertainment--ar.pdf","Guidance","family-entertainment","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--ar.pdf","2020-11-05 17:01:32 -0800"
"guidance-family-entertainment--ru.pdf","guidance-family-entertainment--ru.pdf","Guidance","family-entertainment","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--ru.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--th.pdf","checklist-family-entertainment--th.pdf","Checklist","family-entertainment","Thai",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--th.pdf","2020-09-02 15:20:52 -0700"
"guidance-family-entertainment--zh-hant.pdf","guidance-family-entertainment--zh-hant.pdf","Guidance","family-entertainment","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--zh-hant.pdf","2020-11-05 17:01:32 -0800"
"guidance-family-entertainment--zh-hans.pdf","guidance-family-entertainment--zh-hans.pdf","Guidance","family-entertainment","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--zh-hans.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--tl.pdf","checklist-family-entertainment--tl.pdf","Checklist","family-entertainment","Tagalog",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--tl.pdf","2020-09-02 15:20:52 -0700"
"checklist-family-entertainment--ar.pdf","checklist-family-entertainment--ar.pdf","Checklist","family-entertainment","Arabic",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--ar.pdf","2020-09-02 15:20:52 -0700"
"guidance-family-entertainment--hmn.pdf","guidance-family-entertainment--hmn.pdf","Guidance","family-entertainment","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--hmn.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--ru.pdf","checklist-family-entertainment--ru.pdf","Checklist","family-entertainment","Russian",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--ru.pdf","2020-09-02 15:20:52 -0700"
"checklist-family-entertainment--es.pdf","checklist-family-entertainment--es.pdf","Checklist","family-entertainment","Spanish",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--es.pdf","2020-09-02 15:20:52 -0700"
"checklist-family-entertainment--ko.pdf","checklist-family-entertainment--ko.pdf","Checklist","family-entertainment","Korean",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--ko.pdf","2020-09-02 15:20:52 -0700"
"guidance-family-entertainment--vi.pdf","guidance-family-entertainment--vi.pdf","Guidance","family-entertainment","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--vi.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--zh-hant.pdf","checklist-family-entertainment--zh-hant.pdf","Checklist","family-entertainment","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--zh-hant.pdf","2020-09-03 11:06:43 -0700"
"guidance-family-entertainment--th.pdf","guidance-family-entertainment--th.pdf","Guidance","family-entertainment","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--th.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--km.pdf","checklist-family-entertainment--km.pdf","Checklist","family-entertainment","Khmer",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--km.pdf","2020-09-02 15:20:52 -0700"
"guidance-family-entertainment--ko.pdf","guidance-family-entertainment--ko.pdf","Guidance","family-entertainment","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--ko.pdf","2020-11-05 17:01:32 -0800"
"guidance-family-entertainment--en.pdf","guidance-family-entertainment--en.pdf","Guidance","family-entertainment","English",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--en.pdf","2020-10-20 11:59:11 -0700"
"guidance-family-entertainment--hy.pdf","guidance-family-entertainment--hy.pdf","Guidance","family-entertainment","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--hy.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--hmn.pdf","checklist-family-entertainment--hmn.pdf","Checklist","family-entertainment","Hmong",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--hmn.pdf","2020-09-02 15:20:52 -0700"
"guidance-family-entertainment--pa.pdf","guidance-family-entertainment--pa.pdf","Guidance","family-entertainment","Punjabi",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--pa.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--zh-hans.pdf","checklist-family-entertainment--zh-hans.pdf","Checklist","family-entertainment","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--zh-hans.pdf","2020-09-03 11:06:43 -0700"
"guidance-family-entertainment--tl.pdf","guidance-family-entertainment--tl.pdf","Guidance","family-entertainment","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-family-entertainment--tl.pdf","2020-11-05 17:01:32 -0800"
"checklist-family-entertainment--hy.pdf","checklist-family-entertainment--hy.pdf","Checklist","family-entertainment","Armenian",,,,"https://files.covid19.ca.gov/pdf/checklist-family-entertainment--hy.pdf","2020-09-02 15:20:52 -0700"
"checklist-fitness--en.pdf","checklist-fitness--en.pdf","Checklist","fitness","English",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--en.pdf","2020-11-06 17:09:20 -0800"
"guidance-fitness--tl.pdf","guidance-fitness--tl.pdf","Guidance","fitness","Tagalog",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--tl.pdf","2020-08-04 12:22:09 -0700"
"checklist-fitness--hmn.pdf","checklist-fitness--hmn.pdf","Checklist","fitness","Hmong",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--hmn.pdf","2020-09-08 14:42:35 -0700"
"guidance-fitness--en.pdf","guidance-fitness--en.pdf","Guidance","fitness","English",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--en.pdf","2020-10-20 17:46:58 -0700"
"checklist-fitness--ar.pdf","checklist-fitness--ar.pdf","Checklist","fitness","Arabic",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--ar.pdf","2020-09-08 14:42:35 -0700"
"checklist-fitness--hy.pdf","checklist-fitness--hy.pdf","Checklist","fitness","Armenian",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--hy.pdf","2020-09-08 14:42:35 -0700"
"guidance-fitness--ru.pdf","guidance-fitness--ru.pdf","Guidance","fitness","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--ru.pdf","2020-08-04 12:22:09 -0700"
"checklist-fitness--zh-hans.pdf","checklist-fitness--zh-hans.pdf","Checklist","fitness","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--zh-hans.pdf","2020-09-08 14:42:35 -0700"
"checklist-fitness--th.pdf","checklist-fitness--th.pdf","Checklist","fitness","Thai",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--th.pdf","2020-09-08 14:42:35 -0700"
"checklist-fitness--ko.pdf","checklist-fitness--ko.pdf","Checklist","fitness","Korean",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--ko.pdf","2020-09-08 14:42:35 -0700"
"guidance-fitness--vi.pdf","guidance-fitness--vi.pdf","Guidance","fitness","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--vi.pdf","2020-08-04 12:22:09 -0700"
"guidance-fitness--km.pdf","guidance-fitness--km.pdf","Guidance","fitness","Khmer",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--km.pdf","2020-08-04 12:22:09 -0700"
"guidance-fitness--th.pdf","guidance-fitness--th.pdf","Guidance","fitness","Thai",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--th.pdf","2020-08-04 12:22:09 -0700"
"checklist-fitness--ru.pdf","checklist-fitness--ru.pdf","Checklist","fitness","Russian",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--ru.pdf","2020-09-08 14:42:35 -0700"
"guidance-fitness--ko.pdf","guidance-fitness--ko.pdf","Guidance","fitness","Korean",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--ko.pdf","2020-08-04 12:22:09 -0700"
"guidance-fitness--hy.pdf","guidance-fitness--hy.pdf","Guidance","fitness","Armenian",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--hy.pdf","2020-08-04 12:22:09 -0700"
"guidance-fitness--hmn.pdf","guidance-fitness--hmn.pdf","Guidance","fitness","Hmong",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--hmn.pdf","2020-08-04 12:22:09 -0700"
"guidance-fitness--zh-hant.pdf","guidance-fitness--zh-hant.pdf","Guidance","fitness","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--zh-hant.pdf","2020-08-04 12:22:09 -0700"
"checklist-fitness--vi.pdf","checklist-fitness--vi.pdf","Checklist","fitness","Vietnamese",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--vi.pdf","2020-09-08 14:42:35 -0700"
"checklist-fitness--zh-hant.pdf","checklist-fitness--zh-hant.pdf","Checklist","fitness","Chinese-Traditional",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--zh-hant.pdf","2020-09-08 14:42:35 -0700"
"checklist-fitness--es.pdf","checklist-fitness--es.pdf","Checklist","fitness","Spanish",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--es.pdf","2020-09-08 14:42:35 -0700"
"checklist-fitness--tl.pdf","checklist-fitness--tl.pdf","Checklist","fitness","Tagalog",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--tl.pdf","2020-09-08 14:42:35 -0700"
"guidance-fitness--zh-hans.pdf","guidance-fitness--zh-hans.pdf","Guidance","fitness","Chinese-Simplified",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--zh-hans.pdf","2020-08-04 12:22:09 -0700"
"guidance-fitness--es.pdf","guidance-fitness--es.pdf","Guidance","fitness","Spanish",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--es.pdf","2020-08-04 12:22:09 -0700"
"checklist-fitness--km.pdf","checklist-fitness--km.pdf","Checklist","fitness","Khmer",,,,"https://files.covid19.ca.gov/pdf/checklist-fitness--km.pdf","2020-09-08 14:42:35 -0700"
"guidance-fitness--ar.pdf","guidance-fitness--ar.pdf","Guidance","fitness","Arabic",,,,"https://files.covid19.ca.gov/pdf/guidance-fitness--ar.pdf","2020-08-04 12:22:09 -0700"
"checklist-food-packing--hy.pdf","checklist-food-packing--hy.pdf","Checklist","food-packing","Armenian",,,,"https://files.covid19.ca.gov/pdf/checklist-food-packing--hy.pdf","2020-09-08 15:00:42 -0700"
"guidance-food-packing--ru.pdf","guidance-food-packing--ru.pdf","Guidance","food-packing","Russian",,,,"https://files.covid19.ca.gov/pdf/guidance-food-packing--ru.pdf","2020-08-10 23:20:03 -0700"
